row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,22.877.033.322.264,19.513.381.452.440,100.0,,22877033322264.0,19513381452440.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,3.606.454.403.209,2.726.137.088.387,110.0,6.0,3606454403209.0,2726137088387.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,685.368.712.799,844.203.088.387,111.0,,685368712799.0,844203088387.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,2.921.085.690.410,1.881.934.000.000,112.0,,2921085690410.0,1881934000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,16.991.239.000.000,14.547.419.432.877,120.0,,16991239000000.0,14547419432877.0
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,7(a),16.991.239.000.000,14.547.419.432.877,123.0,,16991239000000.0,14547419432877.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,467.956.130.071,590.846.416.109,130.0,,467956130071.0,590846416109.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,100.965.921.832,69.331.890.605,131.0,8.0,100965921832.0,69331890605.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,29.859.261.503,164.204.071.490,132.0,,29859261503.0,164204071490.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),679.386.330.628,699.600.027.317,136.0,,679386330628.0,699600027317.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,10(a),(342.255.383.892),(342.289.573.303),137.0,,-342255383892.0,-342289573303.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11(a),1.668.001.734.209,1.446.832.994.933,140.0,,1668001734209.0,1446832994933.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,1.755.711.816.417,1.525.038.920.678,141.0,,1755711816417.0,1525038920678.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(87.710.082.208),(78.205.925.745),149.0,,-87710082208.0,-78205925745.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,143.382.054.775,202.145.520.134,150.0,,143382054775.0,202145520134.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,12(a),88.941.911.437,143.821.768.836,151.0,,88941911437.0,143821768836.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,25.339.672.708,22.192.035.247,152.0,,25339672708.0,22192035247.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,20(b),29.100.470.630,36.131.716.051,153.0,,29100470630.0,36131716051.0
