row_label_raw,row_label_full,col_0,Thuế suất,31/12/2021 VND,1/1/2021 VND,numeric__Thuế suất,numeric__31/12/2021 VND,numeric__1/1/2021 VND
Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,61.118.473.962,65.243.864.533,0.2,61118473962.0,65243864533.0
▪ Chi phí phải trả và các khoản dự phòng,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,59.220.758.752,42.316.471.671,0.2,59220758752.0,42316471671.0
▪ Lãi chưa thực hiện,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,47.008.025.218,39.444.313.110,0.2,47008025218.0,39444313110.0
"▪ Dự phòng giảm giá hàng tồn kho, thiết bị, vật tư và phụ tùng thay thế dài hạn","Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng giảm giá hàng tồn kho, thiết bị, vật tư và phụ tùng thay thế dài hạn","▪ Dự phòng giảm giá hàng tồn kho, thiết bị, vật tư và phụ tùng thay thế dài hạn",20%,23.888.046.052,20.900.876.816,0.2,23888046052.0,20900876816.0
▪ Dự phòng phải thu khó đòi,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,2.399.303.451,2.323.811.667,0.2,2399303451.0,2323811667.0
▪ Các khoản khác,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Các khoản khác,▪ Các khoản khác,20%,1.207.421.264,540.202.248,0.2,1207421264.0,540202248.0
Tổng tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,194.842.028.699,170.769.540.045,,194842028699.0,170769540045.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,29.998.637.331,31.945.415.048,0.2,29998637331.0,31945415048.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,2.894.887.862,5.150.600.909,0.2,2894887862.0,5150600909.0
▪ Chi phí phải trả và các khoản khác,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Chi phí phải trả và các khoản khác,▪ Chi phí phải trả và các khoản khác,20%,409.800.014,(489.633.313),0.2,409800014.0,-489633313.0
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,33.303.325.207,36.606.382.644,,33303325207.0,36606382644.0
