row_label_raw,row_label_full,col_0,Unit,31/12/2021,1/1/2021,numeric__Unit,numeric__31/12/2021,numeric__1/1/2021
Beers,Beers,Beers,box/crate,"2,591,718","3,668,219",,,
Beverages,Beers > Beverages,Beverages,box/crate,"176,538","72,637",,176.538,72.637
Plastic crates,Beers > Plastic crates,Plastic crates,piece,"14,950","142,727",,14.95,142.727
