row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Miền Bắc > Tại ngày 31 tháng 12 năm 2024,Miền Trung > Tại ngày 31 tháng 12 năm 2024,Miền Nam > Tại ngày 31 tháng 12 năm 2024,Nước ngoài > Tại ngày 31 tháng 12 năm 2024,Đơn vị: Triệu đồng > Loại trừ > Tại ngày 31 tháng 12 năm 2024,Đơn vị: Triệu đồng > Tổng cộng > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Bắc > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Trung > Tại ngày 31 tháng 12 năm 2024,numeric__Miền Nam > Tại ngày 31 tháng 12 năm 2024,numeric__Nước ngoài > Tại ngày 31 tháng 12 năm 2024,numeric__Đơn vị: Triệu đồng > Loại trừ > Tại ngày 31 tháng 12 năm 2024,numeric__Đơn vị: Triệu đồng > Tổng cộng > Tại ngày 31 tháng 12 năm 2024
Tài sản,Tài sản,Tài sản,162.347.376,51.381.556,496.446.556,1.126,(25.201.046),684.975.568,162347376.0,51381556.0,496446556.0,1126.0,-25201046.0,684975568.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,156.259.796,50.203.590,450.242.088,3.170,(25.201.046),631.507.598,156259796.0,50203590.0,450242088.0,3170.0,-25201046.0,631507598.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,6.087.580,1.177.966,8.431.001,(2.043),-,15.694.504,6087580.0,1177966.0,8431001.0,-2043.0,,15694504.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,,,,,
Tài sản,Tại ngày 31 tháng 12 năm 2023 > Tài sản,Tài sản,143.385.242,45.216.619,440.090.150,799,(38.707.291),589.985.519,143385242.0,45216619.0,440090150.0,799.0,-38707291.0,589985519.0
Nợ phải trả,Tại ngày 31 tháng 12 năm 2023 > Nợ phải trả,Nợ phải trả,136.918.112,43.491.088,404.528.885,2.641,(38.707.291),546.233.435,136918112.0,43491088.0,404528885.0,2641.0,-38707291.0,546233435.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,6.467.131,1.725.531,4.545.608,(1.841),-,12.736.429,6467131.0,1725531.0,4545608.0,-1841.0,,12736429.0
