row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,15.694.504,12.736.429,15694504.0,12736429.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,3.138.901,2.547.286,3138901.0,2547286.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(50.000),(76.865),-50000.0,-76865.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,156.187,74.586,156187.0,74586.0
Khác,Khác,Khác,(7.178),5.838,-7178.0,5838.0
Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),3.237.910,2.550.845,3237910.0,2550845.0
Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng:,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng:,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng:,,,,
Chi phí thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng: > Chi phí thuế TNDN - hiện hành,Chi phí thuế TNDN - hiện hành,3.317.118,2.594.755,3317118.0,2594755.0
Thu nhập thuế TNDN - hoãn lại (i),Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng: > Thu nhập thuế TNDN - hoãn lại (i),Thu nhập thuế TNDN - hoãn lại (i),(79.208),(43.910),-79208.0,-43910.0
Chi phí thuế TNDN (*),Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động riêng: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),3.237.910,2.550.845,3237910.0,2550845.0
