row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Các khoản phải trả nội bộ cho nhân viên,Các khoản phải trả nội bộ cho nhân viên,Các khoản phải trả nội bộ cho nhân viên,812.512,86.699,812512.0,86699.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Phải trả giao dịch chuyển tiền nhanh qua thể,Các khoản phải trả cho bên ngoài > - Phải trả giao dịch chuyển tiền nhanh qua thể,- Phải trả giao dịch chuyển tiền nhanh qua thể,4.677.439,4.188.693,4677439.0,4188693.0
- Tiền giữ hộ và chờ thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và chờ thanh toán,- Tiền giữ hộ và chờ thanh toán,1.196.725,126.683,1196725.0,126683.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),1.009.203,1.869.942,1009203.0,1869942.0
- Các khoản chi phí phải trả,Các khoản phải trả cho bên ngoài > - Các khoản chi phí phải trả,- Các khoản chi phí phải trả,236.401,191.299,236401.0,191299.0
- Các khoản phải trả khác,Các khoản phải trả cho bên ngoài > - Các khoản phải trả khác,- Các khoản phải trả khác,414.425,227.111,414425.0,227111.0
Doanh thu chờ phân bổ,Các khoản phải trả cho bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,2.008.916,1.117.798,2008916.0,1117798.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",46.763,41.611,46763.0,41611.0
,,,10.402.384,7.849.836,10402384.0,7849836.0
