row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 Triệu đồng,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 Triệu đồng,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 Triệu đồng,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,,52.639.811,44.767.298,,52639811.0,44767298.0
02 Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Chi phí lãi và các chi phí tương tự đã trả,02 Chi phí lãi và các chi phí tương tự đã trả,,(28.822.702),(24.966.023),,-28822702.0,-24966023.0
03 Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Thu nhập từ hoạt động dịch vụ nhận được,03 Thu nhập từ hoạt động dịch vụ nhận được,,732.473,1.783.395,,732473.0,1783395.0
"04 Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc và chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc và chứng khoán)","04 Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc và chứng khoán)",,1.455.302,1.660.662,,1455302.0,1660662.0
05 Thu nhập/(chi phí) khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Thu nhập/(chi phí) khác,05 Thu nhập/(chi phí) khác,,184.075,(66.145),,184075.0,-66145.0
"06 Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","06 Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro",,131.567,97.252,,131567.0,97252.0
"07 Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07 Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07 Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(8.609.415),(6.763.450),,-8609415.0,-6763450.0
08 Tiền thuế TNDN thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Tiền thuế TNDN thực nộp trong năm,08 Tiền thuế TNDN thực nộp trong năm,34,(4.232.910),(2.131.855),34.0,-4232910.0,-2131855.0
LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀ TÀI SẢN VÀ VÔN LU'U ĐỘNG,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀ TÀI SẢN VÀ VÔN LU'U ĐỘNG,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀ TÀI SẢN VÀ VÔN LU'U ĐỘNG,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀ TÀI SẢN VÀ VÔN LU'U ĐỘNG,13.478.201,14.381.134,,13478201.0,14381134.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09 (Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > 09 (Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,09 (Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,,(729.575),1.265.052,,-729575.0,1265052.0
10 Giảm/(tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10 Giảm/(tăng) các khoản về kinh doanh chứng khoán,10 Giảm/(tăng) các khoản về kinh doanh chứng khoán,,5.473.554,(12.165.396),,5473554.0,-12165396.0
