row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",342.318,3.411,342318.0,3411.0
Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,,,,
- Lương và phụ cấp,Chi phí nhân viên: > - Lương và phụ cấp,- Lương và phụ cấp,4.897.044,3.318.414,4897044.0,3318414.0
- Các khoản chi đông góp theo lương,Chi phí nhân viên: > - Các khoản chi đông góp theo lương,- Các khoản chi đông góp theo lương,251.450,208.106,251450.0,208106.0
- Chi phí khác cho nhân viên,Chi phí nhân viên: > - Chi phí khác cho nhân viên,- Chi phí khác cho nhân viên,183.737,155.065,183737.0,155065.0
Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,,,,
- Chi phí thuế tài sản,Chi về tài sản: > - Chi phí thuế tài sản,- Chi phí thuế tài sản,484.526,435.447,484526.0,435447.0
- Chi phí sửa chữa và nâng cấp tài sản,Chi về tài sản: > - Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,251.616,203.262,251616.0,203262.0
- Chi phí khấu hao TSCĐ,Chi về tài sản: > - Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,184.932,147.083,184932.0,147083.0
- Chi phí khác về tài sản,Chi về tài sản: > - Chi phí khác về tài sản,- Chi phí khác về tài sản,116.408,110.526,116408.0,110526.0
"Chi phí quảng cáo, tiếp thị và khuyến mãi","Chi về tài sản: > Chi phí quảng cáo, tiếp thị và khuyến mãi","Chi phí quảng cáo, tiếp thị và khuyến mãi",777.015,590.764,777015.0,590764.0
Chi phí bảo hiểm tiền gửi,Chi về tài sản: > Chi phí bảo hiểm tiền gửi,Chi phí bảo hiểm tiền gửi,429.995,285.163,429995.0,285163.0
"Chi phí hội nghị, lễ tân và khách tiết","Chi về tài sản: > Chi phí hội nghị, lễ tân và khách tiết","Chi phí hội nghị, lễ tân và khách tiết",410.742,451.906,410742.0,451906.0
Chi phí dịch vụ bảo vệ,Chi về tài sản: > Chi phí dịch vụ bảo vệ,Chi phí dịch vụ bảo vệ,192.559,171.420,192559.0,171420.0
"Chi phí điện, nước, vệ sinh cơ quan","Chi về tài sản: > Chi phí điện, nước, vệ sinh cơ quan","Chi phí điện, nước, vệ sinh cơ quan",136.557,101.470,136557.0,101470.0
"Chi phí điện thoại, bưu phí","Chi về tài sản: > Chi phí điện thoại, bưu phí","Chi phí điện thoại, bưu phí",117.054,103.575,117054.0,103575.0
Khác,Chi về tài sản: > Khác,Khác,853.973,548.361,853973.0,548361.0
,,,9.629.926,6.833.973,9629926.0,6833973.0
