row_label_raw,row_label_full,col_0,31.12.2024%,31.12.2023%,numeric__31.12.2024%,numeric__31.12.2023%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,50 - 6,10","0,60 - 3,70",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,30 - 4,45","5,00 - 5,60",,
Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,"5,64 - 8,08","3,42 - 11,06",,
Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,"0,85 - 6,35","0,98 - 7,09",,
Vay bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ > Vay bằng VND,Vay bằng VND,"6,00","0,30 - 0,60",6.0,
Vay bằng ngoại tệ,Vay bằng ngoại tệ,Vay bằng ngoại tệ,"3,34 - 7,20","3,34 - 8,10",,
