row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Tổng cộngTriệu đồng
Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,30.004,-,30.004,30004.0,,30004.0
Trích lập trong năm (Thuyết minh 26),Trích lập trong năm (Thuyết minh 26),Trích lập trong năm (Thuyết minh 26),45.268,9.000,54.268,45268.0,9000.0,54268.0
Tại ngày 31 tháng 12 năm 2023(Hoản nhập)/trích lập trong năm (Thuyết minh 26),Tại ngày 31 tháng 12 năm 2023(Hoản nhập)/trích lập trong năm (Thuyết minh 26),Tại ngày 31 tháng 12 năm 2023(Hoản nhập)/trích lập trong năm (Thuyết minh 26),75.272(27.422),9.00036.000,84.2728.578,,900036000.0,842728578.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,47.850,45.000,92.850,47850.0,45000.0,92850.0
