row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ,Chứng khoán Nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,18.783.841,13.040.960,18783841.0,13040960.0
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,6.771.743,10.190.526,6771743.0,10190526.0
"Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Chứng khoán Nợ > Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)",5.625.005,8.354.980,5625005.0,8354980.0
,,,31.180.589,31.586.466,31180589.0,31586466.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán vốn do TCKT trong nước phát hành,226.935,285.222,226935.0,285222.0
,,,31.407.524,31.871.688,31407524.0,31871688.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng chung cho TPDN chưa niêm yết,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng chung cho TPDN chưa niêm yết,Dự phòng chung cho TPDN chưa niêm yết,(41.850),(62.662),-41850.0,-62662.0
Dự phòng cụ thể cho TPDN chưa niêm yết,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng cụ thể cho TPDN chưa niêm yết,Dự phòng cụ thể cho TPDN chưa niêm yết,(45.000),(9.000),-45000.0,-9000.0
,,,31.320.674,31.800.026,31320674.0,31800026.0
