row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,,,
- Dưới 1 năm,Chứng chỉ tiền gửi bằng VND > - Dưới 1 năm,- Dưới 1 năm,6.455.000,10.507.000,6455000.0,10507000.0
- Từ 1 năm đến dưới 5 năm,Chứng chỉ tiền gửi bằng VND > - Từ 1 năm đến dưới 5 năm,- Từ 1 năm đến dưới 5 năm,12.296.000,1.870.000,12296000.0,1870000.0
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,,,
- Từ 1 năm đến dưới 5 năm,Trái phiếu thường bằng VND > - Từ 1 năm đến dưới 5 năm,- Từ 1 năm đến dưới 5 năm,16.550.000,9.800.000,16550000.0,9800000.0
- Từ 5 năm trở lên,Trái phiếu thường bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,32.031.000,15.152.063,32031000.0,15152063.0
Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),,,,
- Từ 5 năm trở lên,Trái phiếu chuyển đổi bằng USD (i) > - Từ 5 năm trở lên,- Từ 5 năm trở lên,8.263.450,7.887.750,8263450.0,7887750.0
Chi phí phát hành giấy tờ có giá,Trái phiếu chuyển đổi bằng USD (i) > Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(35.706),(29.665),-35706.0,-29665.0
,,,75.559.744,45.187.148,75559744.0,45187148.0
