row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,
Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,Cổ đông lớn và các bên liên quan với cổ đông lớn > Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,62.994.370,105.430.748,62994370.0,105430748.0
Giảm tiền gửi của khách hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,59.654.826,104.378.566,59654826.0,104378566.0
Tăng cho vay khách hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Tăng cho vay khách hàng,Tăng cho vay khách hàng,-,242.341,,242341.0
Giảm cho vay khách hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Giảm cho vay khách hàng,Giảm cho vay khách hàng,41.352,782.046,41352.0,782046.0
Thu nhập lãi cho vay,Cổ đông lớn và các bên liên quan với cổ đông lớn > Thu nhập lãi cho vay,Thu nhập lãi cho vay,21.916,80.127,21916.0,80127.0
Thu phí dịch vụ từ bảo hiểm,Cổ đông lớn và các bên liên quan với cổ đông lớn > Thu phí dịch vụ từ bảo hiểm,Thu phí dịch vụ từ bảo hiểm,2.849,3.924,2849.0,3924.0
Chi bảo hiểm tài sản,Cổ đông lớn và các bên liên quan với cổ đông lớn > Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,9.142,8.826,9142.0,8826.0
"Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn","Các công ty Ngân hàng đầu tư, góp vốn",,
Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,"Các công ty Ngân hàng đầu tư, góp vốn > Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi",Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,145.568.946,108.117.080,145568946.0,108117080.0
