row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Giảm tiền gửi của khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Giảm tiền gửi của khách hàng",Giảm tiền gửi của khách hàng,145.416.459,105.637.426,145416459.0,105637426.0
Tăng cho vay khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Tăng cho vay khách hàng",Tăng cho vay khách hàng,18.527.253,14.035.494,18527253.0,14035494.0
Giảm cho vay khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Giảm cho vay khách hàng",Giảm cho vay khách hàng,19.034.044,13.723.653,19034044.0,13723653.0
Thu nhập lãi cho vay,"Các công ty Ngân hàng đầu tư, góp vốn > Thu nhập lãi cho vay",Thu nhập lãi cho vay,209.303,259.319,209303.0,259319.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Tăng tiền gửi từ TCTD và trả chi phí lãi tiền gửi,Công ty con > Tăng tiền gửi từ TCTD và trả chi phí lãi tiền gửi,Tăng tiền gửi từ TCTD và trả chi phí lãi tiền gửi,82.002.124,95.766.839,82002124.0,95766839.0
Giảm tiền gửi từ TCTD,Công ty con > Giảm tiền gửi từ TCTD,Giảm tiền gửi từ TCTD,81.869.584,95.233.178,81869584.0,95233178.0
Thu nhập từ góp vốn đầu tư vào công ty con,Công ty con > Thu nhập từ góp vốn đầu tư vào công ty con,Thu nhập từ góp vốn đầu tư vào công ty con,250.000,375.000,250000.0,375000.0
Tăng cho vay TCTD,Công ty con > Tăng cho vay TCTD,Tăng cho vay TCTD,5.700.000,3.350.000,5700000.0,3350000.0
Giảm cho vay TCTD,Công ty con > Giảm cho vay TCTD,Giảm cho vay TCTD,3.950.000,4.200.000,3950000.0,4200000.0
Thu nhập lãi cho vay,Công ty con > Thu nhập lãi cho vay,Thu nhập lãi cho vay,385.732,282.141,385732.0,282141.0
Chi phí lãi tiền gửi,Công ty con > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,25.790,6.384,25790.0,6384.0
Thu nhập lãi từ hợp đồng hoán đổi,Công ty con > Thu nhập lãi từ hợp đồng hoán đổi,Thu nhập lãi từ hợp đồng hoán đổi,1.835,5.001,1835.0,5001.0
Thu nhập từ hoạt động khác,Công ty con > Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,30.553,26.297,30553.0,26297.0
Công ty liên kết (i),Công ty liên kết (i),Công ty liên kết (i),Công ty liên kết (i),Công ty liên kết (i),,
Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,Công ty liên kết (i) > Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,302.040.358,-,302040358.0,
Giảm tiền gửi của khách hàng,Công ty liên kết (i) > Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,300.872.111,-,300872111.0,
Thu nhập lãi cho vay,Công ty liên kết (i) > Thu nhập lãi cho vay,Thu nhập lãi cho vay,101.134,-,101134.0,
Thu nhập từ hoạt động dịch vụ,Công ty liên kết (i) > Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,9.122,-,9122.0,
"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này",,
Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi",Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,158.776.327,355.499.623,158776327.0,355499623.0
Giảm tiền gửi của khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Giảm tiền gửi của khách hàng",Giảm tiền gửi của khách hàng,158.792.380,355.157.878,158792380.0,355157878.0
Tăng cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Tăng cho vay khách hàng",Tăng cho vay khách hàng,4.074.577,2.530.263,4074577.0,2530263.0
Giảm cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Giảm cho vay khách hàng",Giảm cho vay khách hàng,1.677.063,2.894.289,1677063.0,2894289.0
Thu nhập lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Thu nhập lãi cho vay",Thu nhập lãi cho vay,43.951,41.780,43951.0,41780.0
Thu nhập từ hoạt động dịch vụ,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > Thu nhập từ hoạt động dịch vụ",Thu nhập từ hoạt động dịch vụ,-,478.426,,478426.0
- Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > - Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i)",- Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu (i),-,445.202,,445202.0
- Thu lãi từ đặt cọc mua chủng chỉ tiến gửi,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban TổngGiảm đốc và các bên liên quan đến các cá nhân này > - Thu lãi từ đặt cọc mua chủng chỉ tiến gửi",- Thu lãi từ đặt cọc mua chủng chỉ tiến gửi,-,33.224,,33224.0
Thủ lao/thu nhập trả cho:,Thủ lao/thu nhập trả cho:,Thủ lao/thu nhập trả cho:,Thủ lao/thu nhập trả cho:,Thủ lao/thu nhập trả cho:,,
- Hội đồng Quản trị (ii),Thủ lao/thu nhập trả cho: > - Hội đồng Quản trị (ii),- Hội đồng Quản trị (ii),27.323,16.432,27323.0,16432.0
"- Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)","Thủ lao/thu nhập trả cho: > - Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)","- Ban Tổng Giám đốc, Giám đốc tài chính và kế toán trưởng (iii)",31.122,20.882,31122.0,20882.0
Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thủ lao/thu nhập trả cho: > Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,12.214,8.739,12214.0,8739.0
