row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2024,VND,USD,EUR,Vàng,Đơn vị: Triệu đồng > Khác,Đơn vị: Triệu đồng > Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Đơn vị: Triệu đồng > Khác,numeric__Đơn vị: Triệu đồng > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tài sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",2.264.414,577.371,28.015,11.860,223.682,3.105.342,2264414.0,577371.0,28015.0,11860.0,223682.0,3105342.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,24.921.391,1.576.307,4.662,-,-,26.502.360,24921391.0,1576307.0,4662.0,,,26502360.0
Tiền gửi và cho vay các TCTD khác,Tài sản > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,90.629.367,9.450.189,358.479,-,6.235.142,106.673.177,90629367.0,9450189.0,358479.0,,6235142.0,106673177.0
Chứng khoán kinh doanh,Tài sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,21.955.775,-,-,-,-,21.955.775,21955775.0,,,,,21955775.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,12.912.868,(6.967.887),(26.574),-,(5.881.434),36.973,12912868.0,-6967887.0,-26574.0,,-5881434.0,36973.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),405.302.052,18.645.518,28.700,-,296.451,424.272.721,405302052.0,18645518.0,28700.0,,296451.0,424272721.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),48.844.134,-,-,-,-,48.844.134,48844134.0,,,,,48844134.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",2.019.309,-,-,-,-,2.019.309,2019309.0,,,,,2019309.0
TSCĐ,Tài sản > TSCĐ,TSCĐ,1.736.698,-,-,-,-,1.736.698,1736698.0,,,,,1736698.0
Tài sản Cõ khác (*),Tài sản > Tài sản Cõ khác (*),Tài sản Cõ khác (*),43.973.533,11.194.719,1.388,-,5.520,55.175.160,43973533.0,11194719.0,1388.0,,5520.0,55175160.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,654.559.541,34.476.217,394.670,11.860,879.361,690.321.649,654559541.0,34476217.0,394670.0,11860.0,879361.0,690321649.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,15.434,-,-,-,-,15.434,15434.0,,,,,15434.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,77.067.716,20.023.285,28.700,-,248.130,97.367.831,77067716.0,20023285.0,28700.0,,248130.0,97367831.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,433.635.028,3.226.967,231.414,-,411.756,437.505.165,433635028.0,3226967.0,231414.0,,411756.0,437505165.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,2.737.452,-,-,50.991,2.788.443,,2737452.0,,,50991.0,2788443.0
Phát hành giấy tờ có giả,Nợ phải trả > Phát hành giấy tờ có giả,Phát hành giấy tờ có giả,67.296.294,8.263.450,-,-,-,75.559.744,67296294.0,8263450.0,,,,75559744.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,17.334.902,769.814,129.128,425,36.712,18.270.981,17334902.0,769814.0,129128.0,425.0,36712.0,18270981.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,595.349.374,35.020.968,389.242,425,747.589,631.507.598,595349374.0,35020968.0,389242.0,425.0,747589.0,631507598.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,59.210.167,(544.751),5.428,11.435,131.772,58.814.051,59210167.0,-544751.0,5428.0,11435.0,131772.0,58814051.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,-,866,-,-,(106.152),(105.286),,866.0,,,-106152.0,-105286.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",59.210.167,(543.885),5.428,11.435,25.620,58.708.765,59210167.0,-543885.0,5428.0,11435.0,25620.0,58708765.0
