row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,,
- Bằng VND,Phải trả về nghiệp vụ UPAS L/C > - Bằng VND,- Bằng VND,1.373.932,13.628.051,1373932.0,13628051.0
- Bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C > - Bằng ngoại tệ,- Bằng ngoại tệ,9.650.163,21.828.724,9650163.0,21828724.0
,,,11.024.095,35.456.775,11024095.0,35456775.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
- Bằng VND,Vay các TCTD khác > - Bằng VND,- Bằng VND,2.000.000,1.825.440,2000000.0,1825440.0
"Trong đó: Vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: Vay chiết khấu, tái chiết khấu","Trong đó: Vay chiết khấu, tái chiết khấu",-,1.825.440,,1825440.0
- Bằng ngoại tệ,Vay các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,8.732.983,8.982.597,8732983.0,8982597.0
,,,10.732.983,10.808.037,10732983.0,10808037.0
,,,21.757.078,46.264.812,21757078.0,46264812.0
