row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2024 Triệu đồng,Tại ngày > 31.12.2023 Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 Triệu đồng,numeric__Tại ngày > 31.12.2023 Triệu đồng
1,1,1,Bảo lãnh vay vốn,36.1,808.743,809.436,,361.0,808743.0,809436.0
2,2,2,Cam kết giao dịch hối đoái- Cam kết mua ngoại tệ- Cam kết bán ngoại tệ- Cam kết giao dịch hoán đổi,36.1,196.023.7926.816.8478.977.349180.229.596,257.703.0434.293.4904.542.374248.867.179,,361.0,1.960237926816848e+31,2.5770304342934903e+31
4,4,4,Cam kết trong nghiệp vụ L/C,36.1,46.476.948,2.191.087,,361.0,46476948.0,2191087.0
5,5,5,Bảo lãnh khác,36.1,24.924.802,15.548.620,,361.0,24924802.0,15548620.0
6,6,6,Các cam kết khác,36.1,10.891.982,4.689.865,,361.0,10891982.0,4689865.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,37.1,969.215,709.297,,371.0,969215.0,709297.0
8,8,8,Nợ khó đòi đã xử lý,37.2,5.079.344,3.918.304,,372.0,5079344.0,3918304.0
9,9,9,Tài sản và chứng từ khác,37.3,47.589.161,27.061.445,,373.0,47589161.0,27061445.0
,,,,,332.763.987,312.631.097,,,332763987.0,312631097.0
