row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thể (*)Triệu đồng,Tổng côngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thể (*)Triệu đồng,numeric__Tổng côngTriệu đồng
Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,1.844.564,681.627,2.526.191,1844564.0,681627.0,2526191.0
Trích lập trong năm (Thuyết minh 30),Trích lập trong năm (Thuyết minh 30),Trích lập trong năm (Thuyết minh 30),598.195,691.766,1.289.961,598195.0,691766.0,1289961.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(282.645),(282.645),,-282645.0,-282645.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,2.442.759,1.090.748,3.533.507,2442759.0,1090748.0,3533507.0
Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),Trích lập trong năm - cho vay khách hàng(Thuyết minh 30),638.840,1.531.380,2.170.220,638840.0,1531380.0,2170220.0
Trích lập trong năm - nghiệp vụ phát hànhL/C trả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),Trích lập trong năm - nghiệp vụ phát hànhL/C trả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),Trích lập trong năm - nghiệp vụ phát hànhL/C trả chậm phát sinh trước ngày 1.7.2024(Thuyết minh 30),83.841,-,83.841,83841.0,,83841.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(599.765),(599.765),,-599765.0,-599765.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,3.165.440,2.022.363,5.187.803,3165440.0,2022363.0,5187803.0
