row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21.1,1.349.160.029.553,429.727.330.058,,211.0,1349160029553.0,429727330058.0
02,02,02,2. Các khoản giảm trừ doanh thu,21.1,-,-,,211.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,21.1,1.349.160.029.553,429.727.330.058,,211.0,1349160029553.0,429727330058.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,22,(441.200.247.482),(131.522.272.564),,22.0,-441200247482.0,-131522272564.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,907.959.782.071,298.205.057.494,,,907959782071.0,298205057494.0
21,21,21,6. Doanh thu hoạt động tài chính,21.2,250.953.944.080,611.093.544.426,,212.0,250953944080.0,611093544426.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(218.665.180.804) (205.096.743.650),(100.248.789.650) (126.307.447.149),,23.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(218.665.180.804) (205.096.743.650),(100.248.789.650) (126.307.447.149),,23.0,,
25,25,25,8. Chi phí bán hàng,24,(135.451.108.766),(9.658.537.621),,24.0,-135451108766.0,-9658537621.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(87.169.530.070),(83.271.267.892),,24.0,-87169530070.0,-83271267892.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,717.627.906.511,716.120.006.757,,,717627906511.0,716120006757.0
31,31,31,11. Thu nhập khác,25,1.440.043.026,630.266.600,,25.0,1440043026.0,630266600.0
32,32,32,12. Chi phí khác,25,(26.666.350.841),(2.993.758.900),,25.0,-26666350841.0,-2993758900.0
40,40,40,13. Lỗ khác,25,(25.226.307.815),(2.363.492.300),,25.0,-25226307815.0,-2363492300.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,692.401.598.696,713.756.514.457,,,692401598696.0,713756514457.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27.1,(148.815.355.741),(145.785.157.886),,271.0,-148815355741.0,-145785157886.0
52,52,52,16. Thu nhập thuế TNDN hoãn lại,27.3,832.240.999,208.060.252,,273.0,832240999.0,208060252.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,544.418.483.954,568.179.416.823,,,544418483954.0,568179416823.0
