row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),Mối quan hệ > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),Nội dung nghiệp vụ > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),Đơn vị tính: VND > Số cuối năm > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),Đơn vị tính: VND > Số đầu năm > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),numeric__Mối quan hệ > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),numeric__Đơn vị tính: VND > Số cuối năm > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1),numeric__Đơn vị tính: VND > Số đầu năm > Phải thu ngắn hạn khách hàng (Thuyết minh số 6.1)
Ông Phan AnhDũng,Ông Phan AnhDũng,Ông Phan AnhDũng,Phó TổngGiám Đốc,Phải thu tiền bán đất,180.000.000,180.000.000,,,180000000.0,180000000.0
Ông Phan AnhDũng,Ông Phan AnhDũng,Ông Phan AnhDũng,Phó TổngGiám Đốc,Phải thu tiền bán đất,180.000.000,180.000.000,,,180000000.0,180000000.0
Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),Phải thu cho vay ngắn hạn (Thuyết minh số 7),,,,
Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Phải thu cho vay ngắn hạn (Thuyết minh số 7) > Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Công ty con,Cho vay,1.900.000.000,-,,,1900000000.0,
Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Phải thu cho vay ngắn hạn (Thuyết minh số 7) > Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát,Công ty con,Cho vay,1.900.000.000,-,,,1900000000.0,
Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),Phải thu cho vay dài hạn (Thuyết minh số 7),,,,
Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát (*),Phải thu cho vay dài hạn (Thuyết minh số 7) > Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát (*),Công ty TNHH MộtThành viên Pháttriển Đô thị TràngCát (*),Công ty con,Cho vay,1.901.132.633.533,1.903.032.633.533,,,1901132633533.0,1903032633533.0
Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Phải thu cho vay dài hạn (Thuyết minh số 7) > Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Công ty con,Cho vay,-,52.579.404.545,,,,52579404545.0
Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Phải thu cho vay dài hạn (Thuyết minh số 7) > Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Công ty Cổ phầnKhu công nghiệpSài Gòn - BắcGiang,Công ty con,Cho vay,1.901.132.633.533,1.955.612.038.078,,,1901132633533.0,1955612038078.0
