row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty TNHH Goertek Vina (*),Ngắn hạn > Công ty TNHH Goertek Vina (*),Công ty TNHH Goertek Vina (*),581.350.024.989,-,581350024989.0,
Công ty TNHH KCT Engineering (**),Ngắn hạn > Công ty TNHH KCT Engineering (**),Công ty TNHH KCT Engineering (**),218.749.608.000,218.749.608.000,218749608000.0,218749608000.0
-Công ty Cổ phần Đầu tư Sài Gòn (***),Ngắn hạn > -Công ty Cổ phần Đầu tư Sài Gòn (***),-Công ty Cổ phần Đầu tư Sài Gòn (***),104.130.000.000,104.130.000.000,104130000000.0,104130000000.0
Phải thu khách hàng mua nhà khu đô thị Phúc Ninh,Ngắn hạn > Phải thu khách hàng mua nhà khu đô thị Phúc Ninh,Phải thu khách hàng mua nhà khu đô thị Phúc Ninh,40.965.249.991,12.010.774.000,40965249991.0,12010774000.0
Công ty Cổ Phần in và bao bì Goldsun,Ngắn hạn > Công ty Cổ Phần in và bao bì Goldsun,Công ty Cổ Phần in và bao bì Goldsun,4.453.381.555,-,4453381555.0,
Phải thu các bên liên quan (Thuyết minh số 28),Ngắn hạn > Phải thu các bên liên quan (Thuyết minh số 28),Phải thu các bên liên quan (Thuyết minh số 28),180.000.000,180.000.000,180000000.0,180000000.0
Công ty TNHH Hanwha Techwin Security Việt Nam,Ngắn hạn > Công ty TNHH Hanwha Techwin Security Việt Nam,Công ty TNHH Hanwha Techwin Security Việt Nam,44.580.564,5.922.720.000,44580564.0,5922720000.0
Công ty Cổ phần Dịch vụ Kinh Bắc (****),Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc (****),Công ty Cổ phần Dịch vụ Kinh Bắc (****),-,171.453.774.208,,171453774208.0
Công ty TNHH Một Thành Viên Công Nghệ Phúc Sơn,Ngắn hạn > Công ty TNHH Một Thành Viên Công Nghệ Phúc Sơn,Công ty TNHH Một Thành Viên Công Nghệ Phúc Sơn,-,22.517.550.000,,22517550000.0
Phải thu từ các khách hàng khác (***** ),Ngắn hạn > Phải thu từ các khách hàng khác (***** ),Phải thu từ các khách hàng khác (***** ),121.693.365.593,31.638.495.636,121693365593.0,31638495636.0
,,,1.071.566.210.692,566.602.921.844,1071566210692.0,566602921844.0
Dự phòng phải thu khách hàng ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu khách hàng ngắn hạn khó đòi,Dự phòng phải thu khách hàng ngắn hạn khó đòi,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (****),Dài hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (****),- Công ty Cổ phần Dịch vụ Kinh Bắc (****),-,26.434.546.048,,26434546048.0
,,,-,26.434.546.048,,26434546048.0
