row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,115.395.303.075,121.703.191.785,115395303075.0,121703191785.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,60.747.027.250,72.415.465.059,60747027250.0,72415465059.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,54.648.275.825,49.287.726.726,54648275825.0,49287726726.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,37.659.054.738,35.831.245.379,37659054738.0,35831245379.0
Chi phí phải trả bên liên quan(Thuyết minh số 28),Ngắn hạn > Chi phí phải trả bên liên quan(Thuyết minh số 28),Chi phí phải trả bên liên quan(Thuyết minh số 28),3.059.532.326,32.892.601.526,3059532326.0,32892601526.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,80.410.100.441,4.110.280.564,80410100441.0,4110280564.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,236.523.990.580,194.537.319.254,236523990580.0,194537319254.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),805.567.717.259,777.902.785.752,805567717259.0,777902785752.0
Chi phí phải trả bên liên quan(Thuyết minh số 28),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 28),Chi phí phải trả bên liên quan(Thuyết minh số 28),5.758.673.012,-,5758673012.0,
,,,811.326.390.271,777.902.785.752,811326390271.0,777902785752.0
