row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Tiền mặt,Tiền mặt,Tiền mặt,10.583.165.613,7.244.852.857,10583165613.0,7244852857.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,105.332.163.316,179.786.280.874,105332163316.0,179786280874.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,-,12.466.567.408,,12466567408.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,115.915.328.929,199.497.701.139,115915328929.0,199497701139.0
