row_label_raw,row_label_full,col_0,Thuyết minh,Tỷ lệ vốn góp,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số (VND),Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số (VND),numeric__Thuyết minh,numeric__Tỷ lệ vốn góp,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số (VND),numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số (VND)
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn (i),Công ty Cổ phần Công nghệ Viễn thông Sài Gòn (i),Công ty Cổ phần Công nghệ Viễn thông Sài Gòn (i),(i),"21,48%",15.896.923,423.492.661.074,15.896.923,423.492.661.074,,0.2148,15896923.0,423492661074.0,15896923.0,423492661074.0
Công ty Cổ phần Đầu tư Sài Gòn - Huế (ii),Công ty Cổ phần Đầu tư Sài Gòn - Huế (ii),Công ty Cổ phần Đầu tư Sài Gòn - Huế (ii),(ii),"28,14%",9.849.000,210.627.000.000,9.849.000,210.627.000.000,,0.2814,9849000.0,210627000000.0,9849000.0,210627000000.0
Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ cao Sài Gòn (iii),Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ cao Sài Gòn (iii),Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ cao Sài Gòn (iii),(iii),"27,44%",8.233.083,82.330.830.000,8.233.083,82.330.830.000,,0.27440000000000003,8233083.0,82330830000.0,8233083.0,82330830000.0
Công ty Cổ phần Scanviwood (iv),Công ty Cổ phần Scanviwood (iv),Công ty Cổ phần Scanviwood (iv),(iv),34%,1.077.528,7.204.600.000,1.077.528,7.204.600.000,,0.34,1077528.0,7204600000.0,1077528.0,7204600000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,723.655.091.074,,723.655.091.074,,,,723655091074.0,,723655091074.0
Dự phòng giảm giá đầu tư vào công ty liên kết,Dự phòng giảm giá đầu tư vào công ty liên kết,Dự phòng giảm giá đầu tư vào công ty liên kết,,,,(355.948.048.924),,(335.282.049.024),,,,-355948048924.0,,-335282049024.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,,367.707.042.150,,388.373.042.050,,,,367707042150.0,,388373042050.0
