row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,62.568.265,"55,63",57.112.230,"60,09",62568265.0,55.63,57112230.0,60.09
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,33.584.239,"29,86",29.966.935,"31,52",33584239.0,29.86,29966935.0,31.52
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,24.016.754,"21,35",22.117.947,"23,26",24016754.0,21.35,22117947.0,23.26
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,2.137.205,"1,90",1.860.979,"1,96",2137205.0,1.9,1860979.0,1.96
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.364.613,"1,21",946.070,"1,00",1364613.0,1.21,946070.0,1.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,401.011,"0,36",14.674,"0,02",401011.0,0.36,14674.0,0.02
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,383.636,"0,34",4.212,"0,01",383636.0,0.34,4212.0,0.01
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,368.811,"0,33",442.218,"0,47",368811.0,0.33,442218.0,0.47
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,210.380,"0,19",1.516.054,"1,60",210380.0,0.19,1516054.0,1.6
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,36.838,"0,03",184.496,"0,19",36838.0,0.03,184496.0,0.19
Khác,Khác,Khác,64.778,"0,06",58.645,"0,06",64778.0,0.06,58645.0,0.06
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,49.910.671,"44,37",37.936.167,"39,91",49910671.0,44.37,37936167.0,39.91
,,,112.478.936,"100,00",95.048.397,"100,00",112478936.0,100.0,95048397.0,100.0
