row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,106.688,26.809,106688.0,26809.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,93.642,15.730,93642.0,15730.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,13.046,11.079,13046.0,11079.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,158.693,101.411,158693.0,101411.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,52.500,36.324,52500.0,36324.0
Thuế và các khoản phải trả ngân sách Nhà nước (Thuyết minh 23),Thuế và các khoản phải trả ngân sách Nhà nước (Thuyết minh 23),Thuế và các khoản phải trả ngân sách Nhà nước (Thuyết minh 23),106.193,65.087,106193.0,65087.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,228.229,216.492,228229.0,216492.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,49.139,56.612,49139.0,56612.0
Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,8.017,3.188,8017.0,3188.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,171.073,156.692,171073.0,156692.0
,,,493.610,344.712,493610.0,344712.0
