row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,2.724,2.850,2724.0,2850.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.317.560,1.036.273,1317560.0,1036273.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.173.047,942.176,1173047.0,942176.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,94.037,60.992,94037.0,60992.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,50.476,33.105,50476.0,33105.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,471.573,437.758,471573.0,437758.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,243.219,210.208,243219.0,210208.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,111.475,98.947,111475.0,98947.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,75.404,94.008,75404.0,94008.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,41.475,34.595,41475.0,34595.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,811.020,680.881,811020.0,680881.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",379.009,328.333,379009.0,328333.0
- Công tác phí,- Công tác phí,- Công tác phí,46.199,33.225,46199.0,33225.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,434,1.790,434.0,1790.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,385.378,317.533,385378.0,317533.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",113.315,110.839,113315.0,110839.0
"(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",(101.768),37.189,-101768.0,37189.0
- (Hoàn nhập)/chi phí dự phòng rủi ro tài sản Có khác (Thuyết minh 16.4),- (Hoàn nhập)/chi phí dự phòng rủi ro tài sản Có khác (Thuyết minh 16.4),- (Hoàn nhập)/chi phí dự phòng rủi ro tài sản Có khác (Thuyết minh 16.4),(10.104),36.878,-10104.0,36878.0
- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh 14.2),- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh 14.2),- (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh 14.2),(91.664),311,-91664.0,311.0
,,,2.614.424,2.305.790,2614424.0,2305790.0
