row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018%/năm,Ngày 31 tháng 12năm 2017%/năm,numeric__Ngày 31 tháng 12năm 2018%/năm,numeric__Ngày 31 tháng 12năm 2017%/năm
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,"5,50","5,50 - 6,80",5.5,
Trái phiếu từ 12 tháng đến dưới 5 năm,Trái phiếu từ 12 tháng đến dưới 5 năm,Trái phiếu từ 12 tháng đến dưới 5 năm,"6,30 - 6,80","7,60 - 8,38",,
Trái phiếu từ 5 năm trở lên,Trái phiếu từ 5 năm trở lên,Trái phiếu từ 5 năm trở lên,"7,70 - 8,50","7,70 - 8,50",,
