row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,3.250.298,2.040.535,3250298.0,2040535.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,650.060,408.107,650060.0,408107.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,,,
- Thu nhập tử cổ tức,Các khoản điều chỉnh giảm: > - Thu nhập tử cổ tức,- Thu nhập tử cổ tức,(50.432),(38.776),-50432.0,-38776.0
- Hoân nhập dự phòng không chịu thuế,Các khoản điều chỉnh giảm: > - Hoân nhập dự phòng không chịu thuế,- Hoân nhập dự phòng không chịu thuế,(18.000),-,-18000.0,
- Điều chỉnh giảm thu nhập chịu thuế,Các khoản điều chỉnh giảm: > - Điều chỉnh giảm thu nhập chịu thuế,- Điều chỉnh giảm thu nhập chịu thuế,(4.002),-,-4002.0,
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
- Chi phí không được trừ,Các khoản điều chỉnh tăng: > - Chi phí không được trừ,- Chi phí không được trừ,936,811,936.0,811.0
- Điều chỉnh tăng thu nhập chịu thuế,Các khoản điều chỉnh tăng: > - Điều chỉnh tăng thu nhập chịu thuế,- Điều chỉnh tăng thu nhập chịu thuế,-,3.961,,3961.0
Điều chỉnh tăng/(giảm) khác,Các khoản điều chỉnh tăng: > Điều chỉnh tăng/(giảm) khác,Điều chỉnh tăng/(giảm) khác,14.743,(14.947),14743.0,-14947.0
Điều chỉnh số thuế phải nộp các năm trước,Các khoản điều chỉnh tăng: > Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,3.096,404,3096.0,404.0
Chi phí thuế TNDN uốc tính trong năm,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN uốc tính trong năm,Chi phí thuế TNDN uốc tính trong năm,596.401,359.560,596401.0,359560.0
