row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2018,Tài sản tại ngày 31 tháng 12 năm 2018,Tài sản tại ngày 31 tháng 12 năm 2018,Tài sản tại ngày 31 tháng 12 năm 2018,Tài sản tại ngày 31 tháng 12 năm 2018,Tài sản tại ngày 31 tháng 12 năm 2018,,,
Tiền gửi tại và cho vay các TCTD khác,Tài sản tại ngày 31 tháng 12 năm 2018 > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,32.043.888,590.664,32.634.552,32043888.0,590664.0,32634552.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Tài sản tại ngày 31 tháng 12 năm 2018 > Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),35.924.739,-,35.924.739,35924739.0,,35924739.0
Cho vay khách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2018 > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,112.478.936,-,112.478.936,112478936.0,,112478936.0
Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2018 > Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,46.846.993,-,46.846.993,46846993.0,,46846993.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2018 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",1.074.805,-,1.074.805,1074805.0,,1074805.0
Công nợ tại ngày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018,,,
Tiền gửi và vay các TCTD khác,Công nợ tại ngày 31 tháng 12 năm 2018 > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,37.023.832,2.434.950,39.458.782,37023832.0,2434950.0,39458782.0
Tiền gửi của khách hàng,Công nợ tại ngày 31 tháng 12 năm 2018 > Tiền gửi của khách hàng,Tiền gửi của khách hàng,128.151.279,-,128.151.279,128151279.0,,128151279.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Công nợ tại ngày 31 tháng 12 năm 2018 > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",3.045.666,-,3.045.666,3045666.0,,3045666.0
Phát hành giấy tờ có giá,Công nợ tại ngày 31 tháng 12 năm 2018 > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,9.232.000,-,9.232.000,9232000.0,,9232000.0
Cam kết ngoại bảng tạingày 31 tháng 12 năm 2018,Công nợ tại ngày 31 tháng 12 năm 2018 > Cam kết ngoại bảng tạingày 31 tháng 12 năm 2018,Cam kết ngoại bảng tạingày 31 tháng 12 năm 2018,85.465.358,-,85.465.358,85465358.0,,85465358.0
