row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tạm ứng mua sắm TSCĐ (i),Tạm ứng mua sắm TSCĐ (i),Tạm ứng mua sắm TSCĐ (i),526.944,629.952,526944.0,629952.0
Chi phí công trình,Chi phí công trình,Chi phí công trình,344.231,247.247,344231.0,247247.0
Phải thu từ hoạt động bán chứng khoántrả chậm (ii),Phải thu từ hoạt động bán chứng khoántrả chậm (ii),Phải thu từ hoạt động bán chứng khoántrả chậm (ii),239.980,1.646.701,239980.0,1646701.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,162.348,162.421,162348.0,162421.0
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,104.719,27.392,104719.0,27392.0
"Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ",78.876,72.956,78876.0,72956.0
Phải thu ngân sách Nhà nước (iii),Phải thu ngân sách Nhà nước (iii),Phải thu ngân sách Nhà nước (iii),58.973,-,58973.0,
Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,28.527,-,28527.0,
Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,23.699,24.806,23699.0,24806.0
Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,13.571,22.645,13571.0,22645.0
Phải thu thanh lý tài sản,Phải thu thanh lý tài sản,Phải thu thanh lý tài sản,-,280.000,,280000.0
Tạm ứng góp vốn đầu tư,Tạm ứng góp vốn đầu tư,Tạm ứng góp vốn đầu tư,-,154.950,,154950.0
Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,-,11.456,,11456.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,159.458,124.250,159458.0,124250.0
,,,1.741.326,3.404.776,1741326.0,3404776.0
