row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Tăng trong năm,Vốnđiều lệTriệu đồng > 9.810.000 > -,Thặng dưvốn cổ phầnTriệu đồng > 2.042.255 > -,Cổ phiếuquỹTriệu đồng > (2) > -,Vốn đầu tưxây dựngcơ bảnTriệu đồng > 89 > -,Quỹ củaTCTDTriệu đồng > 370.953 > -,Lợi nhuậnchưa phân phốiTriệu đồng > 1.556.247 > 2.631.074,Tổng cộngTriệu đồng > 13.779.542 > 2.631.074,numeric__Vốnđiều lệTriệu đồng > 9.810.000 > -,numeric__Thặng dưvốn cổ phầnTriệu đồng > 2.042.255 > -,numeric__Cổ phiếuquỹTriệu đồng > (2) > -,numeric__Vốn đầu tưxây dựngcơ bảnTriệu đồng > 89 > -,numeric__Quỹ củaTCTDTriệu đồng > 370.953 > -,numeric__Lợi nhuậnchưa phân phốiTriệu đồng > 1.556.247 > 2.631.074,numeric__Tổng cộngTriệu đồng > 13.779.542 > 2.631.074
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,-,-,272.734,(272.734),-,,,,,272734.0,-272734.0,
"Trích quỹ khen thưởng,phúc lợi","Trích quỹ khen thưởng,phúc lợi","Trích quỹ khen thưởng,phúc lợi",-,-,-,-,-,(3.000),(3.000),,,,,,-3000.0,-3000.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(4.173),-,(4.173),,,,,-4173.0,,-4173.0
Cổ tức đợt 1 năm 2017 (*),Cổ tức đợt 1 năm 2017 (*),Cổ tức đợt 1 năm 2017 (*),-,-,-,-,-,(1.275.300),(1.275.300),,,,,,-1275300.0,-1275300.0
Số cuối năm,Số cuối năm,Số cuối năm,9.810.000,2.042.255,(2),89,639.514,2.636.287,15.128.143,9810000.0,2042255.0,-2.0,89.0,639514.0,2636287.0,15128143.0
