row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,51.214.534,43.722.356,51214534.0,43722356.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,20.213.673,20.443.288,20213673.0,20443288.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,10.110.800,6.315.561,10110800.0,6315561.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,7.743.584,4.361.935,7743584.0,4361935.0
"Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",7.464.863,4.832.887,7464863.0,4832887.0
"Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",1.239.612,885.939,1239612.0,885939.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,1.144.567,1.386.109,1144567.0,1386109.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.013.501,749.557,1013501.0,749557.0
Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,807.580,520.122,807580.0,520122.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,236.794,188.293,236794.0,188293.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,201.027,3.043.169,201027.0,3043169.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,22.182,21.961,22182.0,21961.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,8.269,6.054,8269.0,6054.0
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,2.166,3.186,2166.0,3186.0
Khác,Khác,Khác,1.005.916,964.295,1005916.0,964295.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,76.936.745,76.906.142,76936745.0,76906142.0
,,,128.151.279,120.628.498,128151279.0,120628498.0
