row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,2.884.973,-,1.142,2884973.0,,1142.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,33.039.766,228.205,-,33039766.0,228205.0,
,,,35.924.739,228.205,1.142,35924739.0,228205.0,1142.0
Số thuần,Số thuần,Số thuần,,227.063,,,227063.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.000.000,-,12.048,3000000.0,,12048.0
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,17.018.446,-,34.520,17018446.0,,34520.0
,,,20.018.446,-,46.568,20018446.0,,46568.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Số thuần,Số thuần,,,46.568,,,46568.0
