row_label_raw,row_label_full,col_0,Dự phòng cụ thể Triệu đồng,Dự phòng chung Triệu đồng,Tổng cộng Triệu đồng,numeric__Dự phòng cụ thể Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng cộng Triệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,3.874,-,3.874,3874.0,,3874.0
Số trích lập trong năm (Thuyết minh 12),Số trích lập trong năm (Thuyết minh 12),Số trích lập trong năm (Thuyết minh 12),3.555,-,3.555,3555.0,,3555.0
Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,(7.429),-,(7.429),-7429.0,,-7429.0
Số cuối năm,Số cuối năm,Số cuối năm,-,-,-,,,
