row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế Triệu đồng,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế Triệu đồng
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,
VND,Tại ngày 31 tháng 12 năm 2018 > VND,VND,"+0,20%",(20.734),0.002,-20734.0
VND,Tại ngày 31 tháng 12 năm 2018 > VND,VND,"-0,20%",20.734,-0.002,20734.0
USD,Tại ngày 31 tháng 12 năm 2018 > USD,USD,"+0,20%",7.184,0.002,7184.0
USD,Tại ngày 31 tháng 12 năm 2018 > USD,USD,"-0,20%",(7.184),-0.002,-7184.0
