row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi sổ,31/12/2023 > Số có khả năng trả nợ,01/01/2023 > Giá trị ghi sổ,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị ghi sổ,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị ghi sổ,numeric__01/01/2023 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Công ty Cổ phần Bất động sản T&T Homes,Công ty Cổ phần Bất động sản T&T Homes,Công ty Cổ phần Bất động sản T&T Homes,57.792.586.148,57.792.586.148,210.092.834.396,210.092.834.396,57792586148.0,57792586148.0,210092834396.0,210092834396.0
Công ty Cổ phần Kinh doanh Thiết bị Công nghệ HT,Công ty Cổ phần Kinh doanh Thiết bị Công nghệ HT,Công ty Cổ phần Kinh doanh Thiết bị Công nghệ HT,-,-,24.662.693.550,24.662.693.550,,,24662693550.0,24662693550.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,7.489.940.409,7.489.940.409,4.875.159.530,4.875.159.530,7489940409.0,7489940409.0,4875159530.0,4875159530.0
Cộng,Cộng,Cộng,65.282.526.557,65.282.526.557,239.630.687.476,239.630.687.476,65282526557.0,65282526557.0,239630687476.0,239630687476.0
