row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH Tập đoàn Khải Hoàn,Công ty TNHH Tập đoàn Khải Hoàn,Công ty TNHH Tập đoàn Khải Hoàn,Bà Nguyễn Thị Lệ Thúy là chủ tịch HĐTV của công ty này; Cổ đông lớn của Công ty này là chủ tịch HĐQT của Khải Hoàn Land,
Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty con của Công ty TNHH Tập đoàn Khải Hoàn,
Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,Bà Nguyễn Thị Lệ Thúy là cổ đông lớn của công ty này,
Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,"Ông Đình Hoàng Tâm là thành viên góp vốn, chủ tịch hội đồng thành viên của công ty này",
Công ty TNHH Giao Hương Xanh,Công ty TNHH Giao Hương Xanh,Công ty TNHH Giao Hương Xanh,"Ông Đình Hoàng Tâm là thành viên góp vốn, chủ tịch hội đồng thành viên của công ty này",
Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,"Cổ đông lớn, Chủ tịch HĐQT",
Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,"Cổ đông lớn, Vợ ông Nguyễn Khải Hoàn",
Bà Nguyễn Thị Lệ Thúy,Bà Nguyễn Thị Lệ Thúy,Bà Nguyễn Thị Lệ Thúy,Chị gái ông Nguyễn Khải Hoàn,
Bà Đình Thị Nhật Hạnh,Bà Đình Thị Nhật Hạnh,Bà Đình Thị Nhật Hạnh,Tổng giám đốc,
Ông Đình Hoàng Tâm,Ông Đình Hoàng Tâm,Ông Đình Hoàng Tâm,Anh trai bà Đình Thị Nhật Hạnh,
