row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi sổ VND,31/12/2023 > Dự phòng VND,01/01/2023 > Giá trị ghi sổ VND,01/01/2023 > Dự phòng VND,numeric__31/12/2023 > Giá trị ghi sổ VND,numeric__31/12/2023 > Dự phòng VND,numeric__01/01/2023 > Giá trị ghi sổ VND,numeric__01/01/2023 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.008.808.364.990,-,732.646.525.136,-,1008808364990.0,,732646525136.0,
Tạm ứng,Tạm ứng,Tạm ứng,-,-,3.928.431.939,-,,,3928431939.0,
Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,361.350.000.000,-,303.931.843.866,-,361350000000.0,,303931843866.0,
- Công ty Cổ phần Bất động sản Khải Minh Land (1),- Công ty Cổ phần Bất động sản Khải Minh Land (1),- Công ty Cổ phần Bất động sản Khải Minh Land (1),190.000.000.000,-,170.000.000.000,-,190000000000.0,,170000000000.0,
- Công ty TNHH Đầu tư Phát triển Solution (1),- Công ty TNHH Đầu tư Phát triển Solution (1),- Công ty TNHH Đầu tư Phát triển Solution (1),115.160.000.000,-,130.000.000.000,-,115160000000.0,,130000000000.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,56.190.000.000,-,3.931.843.866,-,56190000000.0,,3931843866.0,
Công ty TNHH Giao Hường Xanh (2),Công ty TNHH Giao Hường Xanh (2),Công ty TNHH Giao Hường Xanh (2),60.598.404.304,-,227.424.404.304,-,60598404304.0,,227424404304.0,
Công ty Cổ phần bất động sản Khải Minh Land,Công ty Cổ phần bất động sản Khải Minh Land,Công ty Cổ phần bất động sản Khải Minh Land,-,-,3.314.661.825,-,,,3314661825.0,
"Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay",72.868.333.333,-,112.840.000.000,-,72868333333.0,,112840000000.0,
- Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (3),- Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (3),- Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (3),29.900.000.000,-,6.100.000.000,-,29900000000.0,,6100000000.0,
- Công ty TNHH Giao Hường Xanh (6),- Công ty TNHH Giao Hường Xanh (6),- Công ty TNHH Giao Hường Xanh (6),-,-,32.000.000.000,-,,,32000000000.0,
- Công ty Cổ phần Bất động sản Khải Minh Land (7),- Công ty Cổ phần Bất động sản Khải Minh Land (7),- Công ty Cổ phần Bất động sản Khải Minh Land (7),18.356.666.667,-,42.760.000.000,-,18356666667.0,,42760000000.0,
- Công ty TNHH Cộng đồng Môi giới (8),- Công ty TNHH Cộng đồng Môi giới (8),- Công ty TNHH Cộng đồng Môi giới (8),22.691.666.666,-,22.580.000.000,-,22691666666.0,,22580000000.0,
- Công ty TNHH Đầu tư Phát triển Solution (9),- Công ty TNHH Đầu tư Phát triển Solution (9),- Công ty TNHH Đầu tư Phát triển Solution (9),1.920.000.000,-,9.400.000.000,-,1920000000.0,,9400000000.0,
Phải thu thanh toán theo tiến độ hợp đồng,Phải thu thanh toán theo tiến độ hợp đồng,Phải thu thanh toán theo tiến độ hợp đồng,58.990.230.064,-,75.582.428.087,-,58990230064.0,,75582428087.0,
"- Dự án Khu thương mại, biệt thư và chung cư cao cấp tại Long Hậu, Cần Guộc, Long An","- Dự án Khu thương mại, biệt thư và chung cư cao cấp tại Long Hậu, Cần Guộc, Long An","- Dự án Khu thương mại, biệt thư và chung cư cao cấp tại Long Hậu, Cần Guộc, Long An",32.580.166.582,-,47.816.866.511,-,32580166582.0,,47816866511.0,
"- Dự án khu nhà ở thương mại, nhà ở đô thị tại Bản Yên Nhân, Mỹ Hảo, Hưng Yên","- Dự án khu nhà ở thương mại, nhà ở đô thị tại Bản Yên Nhân, Mỹ Hảo, Hưng Yên","- Dự án khu nhà ở thương mại, nhà ở đô thị tại Bản Yên Nhân, Mỹ Hảo, Hưng Yên",26.410.063.482,-,27.765.561.576,-,26410063482.0,,27765561576.0,
Công ty TNHH Cộng Đồng Môi Giới (8),Công ty TNHH Cộng Đồng Môi Giới (8),Công ty TNHH Cộng Đồng Môi Giới (8),445.500.000.000,-,-,-,445500000000.0,,,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,9.501.397.289,-,5.624.755.115,-,9501397289.0,,5624755115.0,
Dài hạn,Dài hạn,Dài hạn,3.798.313.723.310,-,4.158.940.492.003,-,3798313723310.0,,4158940492003.0,
