row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2023,Năm 2022,numeric__Chức danh,numeric__Năm 2023,numeric__Năm 2022
Họ và tên,Họ và tên,Họ và tên,Chức danh,VND,VND,,,
Thu nhập của Hội đồng quản trị và Ban Tổng Giám đốc,Họ và tên > Thu nhập của Hội đồng quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng quản trị và Ban Tổng Giám đốc,3.518.849.463,8.652.789.738,,3518849463.0,8652789738.0
Ông Nguyễn Khải Hoàn,Họ và tên > Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Chủ tịch HĐQT,240.000.000,240.000.000,,240000000.0,240000000.0
Bà Đình Thị Nhật Hạnh,Họ và tên > Bà Đình Thị Nhật Hạnh,Bà Đình Thị Nhật Hạnh,Phó chủ tịch HĐQT Tổng giám đốc,604.800.000,1.022.967.000,,604800000.0,1022967000.0
Ông Võ Công Sơn,Họ và tên > Ông Võ Công Sơn,Ông Võ Công Sơn,Thành viên HĐQT (Miễn nhiệm ngày 15/09/2023),562.300.000,989.800.000,,562300000.0,989800000.0
Ông Phùng Quang Hải,Họ và tên > Ông Phùng Quang Hải,Ông Phùng Quang Hải,"Thành viên HĐQT, Phó Tổng giám đốc (Miễn nhiệm ngày 15/03/2024)",656.000.000,941.800.000,,656000000.0,941800000.0
Bà Phạm Thị Minh Phụ,Họ và tên > Bà Phạm Thị Minh Phụ,Bà Phạm Thị Minh Phụ,Thành viên HĐQT Phó Tổng giám đốc,547.038.431,740.550.000,,547038431.0,740550000.0
Ông Trần Mạnh Toàn,Họ và tên > Ông Trần Mạnh Toàn,Ông Trần Mạnh Toàn,Thành viên HĐQT độc lập,120.000.000,120.000.000,,120000000.0,120000000.0
Bà Phạm Thị Hòa,Họ và tên > Bà Phạm Thị Hòa,Bà Phạm Thị Hòa,Thành viên HĐQT độc lập,120.000.000,60.000.000,,120000000.0,60000000.0
Ông Trần Văn Thành,Họ và tên > Ông Trần Văn Thành,Ông Trần Văn Thành,Phó Tổng giám đốc (miễn nhiệm ngày 18/01/2023),128.730.000,1.534.219.574,,128730000.0,1534219574.0
Ông Phạm Thanh Sáng,Họ và tên > Ông Phạm Thanh Sáng,Ông Phạm Thanh Sáng,Phó Tổng giám đốc - Phụ trách kinh doanh (Miễn nhiệm ngày 26/08/2022),-,763.955.789,,,763955789.0
Bà Lê Thị Như Ca,Họ và tên > Bà Lê Thị Như Ca,Bà Lê Thị Như Ca,Phó Tổng giám đốc - Phụ trách kinh doanh (miễn nhiệm ngày 28/04/2023),325.541.075,1.166.064.020,,325541075.0,1166064020.0
Bà Dương Thanh Thương,Họ và tên > Bà Dương Thanh Thương,Bà Dương Thanh Thương,Phó Tổng giám đốc - Phụ trách kinh doanh (Miễn nhiệm ngày 16/03/2023),214.439.957,1.073.433.355,,214439957.0,1073433355.0
Thu nhập của Ban kiểm soát,Họ và tên > Thu nhập của Ban kiểm soát,Thu nhập của Ban kiểm soát,Thu nhập của Ban kiểm soát,623.352.048,737.550.511,,623352048.0,737550511.0
Ông Hoàng Phương,Họ và tên > Ông Hoàng Phương,Ông Hoàng Phương,Trường ban kiểm soát,96.000.000,96.000.000,,96000000.0,96000000.0
Ông Nguyễn Minh Hiếu,Họ và tên > Ông Nguyễn Minh Hiếu,Ông Nguyễn Minh Hiếu,Thành viên,260.652.048,333.697.872,,260652048.0,333697872.0
Bà Nguyễn Thu Trang,Họ và tên > Bà Nguyễn Thu Trang,Bà Nguyễn Thu Trang,Thành viên,266.700.000,307.852.639,,266700000.0,307852639.0
Cộng,Họ và tên > Cộng,Cộng,,4.142.201.511,9.390.340.249,,4142201511.0,9390340249.0
