row_label_raw,row_label_full,col_0,01/01/2023,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2023,numeric__01/01/2023,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__31/12/2023
,,,VND,VND,VND,VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,47.358.784.507,24.123.095.663,51.905.091.307,19.576.788.863,47358784507.0,24123095663.0,51905091307.0,19576788863.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,110.835.700.056,8.847.081.478,116.889.690.209,2.793.091.325,110835700056.0,8847081478.0,116889690209.0,2793091325.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.709.267.003,10.095.158.044,14.467.207.527,3.337.217.520,7709267003.0,10095158044.0,14467207527.0,3337217520.0
"Các khoản thuế, phí khác","Các khoản thuế, phí khác","Các khoản thuế, phí khác",-,2.005.398.550,2.005.398.550,-,,2005398550.0,2005398550.0,
Cộng,Cộng,Cộng,165.903.751.566,45.070.733.735,185.267.387.593,25.707.097.708,165903751566.0,45070733735.0,185267387593.0,25707097708.0
