row_label_raw,row_label_full,Trích lập dự phòng giảm giá các khoản đầu tư,112.845.827.233,17.817.543.684,numeric__112.845.827.233,numeric__17.817.543.684
Hoàn nhập dự phòng giảm giá các khoản đầu tư,Hoàn nhập dự phòng giảm giá các khoản đầu tư,Hoàn nhập dự phòng giảm giá các khoản đầu tư,(5.081.430.136),(800.776.600),-5081430136.0,-800776600.0
Cộng,Cộng,Cộng,112.728.765.495,37.083.734.030,112728765495.0,37083734030.0
