row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2020VND > 26.873.033.881,Năm 2019VND > 42.716.522.618,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2020VND > 26.873.033.881,numeric__Năm 2019VND > 42.716.522.618
a),a),a),Chi phí nhân viên bán hàng,2.686.224.707,2.232.342.527,,2686224707.0,2232342527.0
a),a),a),Chi phí khấu hao TSCĐ,154.461.364,195.109.092,,154461364.0,195109092.0
a),a),a),Chi phí dịch vụ mua ngoài,23.941.645.119,40.289.070.999,,23941645119.0,40289070999.0
a),a),a),Chi phí bằng tiền khác,90.702.691,-,,90702691.0,
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,48.451.940.128,59.324.723.497,,48451940128.0,59324723497.0
b),b),b),Chi phí nhân viên quản lý,25.143.875.462,27.849.691.229,,25143875462.0,27849691229.0
b),b),b),Chi phí đồ dùng văn phòng,2.013.203.386,2.521.396.412,,2013203386.0,2521396412.0
b),b),b),Chi phí khấu hao TSCĐ,2.654.548.871,2.695.486.492,,2654548871.0,2695486492.0
b),b),b),"Thuế, phí, lệ phí",220.559.222,275.787.656,,220559222.0,275787656.0
b),b),b),Chi phí dự phòng,5.231.774.194,12.774.377.547,,5231774194.0,12774377547.0
b),b),b),Chi phí dịch vụ mua ngoài,12.653.205.258,11.880.043.013,,12653205258.0,11880043013.0
b),b),b),Chi phí bằng tiền khác,534.773.735,1.327.941.148,,534773735.0,1327941148.0
c),c),c),Các khoản ghi giảm chi phí quản lý doanh nghiệp,(10.596.062.040),(14.068.944.026),,-10596062040.0,-14068944026.0
c),c),c),Hoàn nhập dự phòng,(10.596.062.040),(14.068.944.026),,-10596062040.0,-14068944026.0
