row_label_raw,row_label_full,col_0,col_1,31/12/2020VND,01/01/2020VND,numeric__col_1,numeric__31/12/2020VND,numeric__01/01/2020VND
a),a),a),Ngắn hạn,26.101.030.230,33.907.372.490,,26101030230.0,33907372490.0
a),a),a),Kinh phí công đoàn,196.165.392,123.305.281,,196165392.0,123305281.0
a),a),a),"Nhận ký quỹ, ký cược ngắn hạn",11.304.555.369,20.328.170.334,,11304555369.0,20328170334.0
a),a),a),Công ty CP Đầu tư và Kinh doanh bất động sản Hải Phát (1),10.100.000.000,11.200.000.000,,10100000000.0,11200000000.0
a),a),a),Nguyễn Văn Giang,-,1.005.009.636,,,1005009636.0
a),a),a),Công ty CP Senreal,-,5.000.000.000,,,5000000000.0
a),a),a),Công ty TNHH Phát triển và Kết nối dịch vụ HACOSE,326.194.671,-,,326194671.0,
a),a),a),Các đối tượng khác,878.360.698,3.123.160.698,,878360698.0,3123160698.0
a),a),a),"Các khoản phải trả, phải nộp khác",14.600.309.469,13.455.896.875,,14600309469.0,13455896875.0
a),a),a),Công ty CP Senreal,-,3.383.281.000,,,3383281000.0
a),a),a),Công ty CP Phát triển nhà và đồ thị Phú Quốc,-,6.536.958.902,,,6536958902.0
a),a),a),Các đối tượng khác,14.600.309.469,3.535.656.973,,14600309469.0,3535656973.0
b),b),b),Dài hạn,32.385.429.834,10.352.572.723,,32385429834.0,10352572723.0
b),b),b),"Nhận ký quỹ, ký cược dài hạn",26.278.143.334,4.436.428.641,,26278143334.0,4436428641.0
b),b),b),Công ty CP Đầu tư MPRO,653.465.405,653.465.405,,653465405.0,653465405.0
b),b),b),Công ty CP Máy - Thiết bị Dầu khí,362.192.498,-,,362192498.0,
b),b),b),Chi nhánh Công ty TNHH HQ PAPER tại Hà Nội,513.384.369,-,,513384369.0,
b),b),b),Tổng Công ty CP Xây lắp dầu khí Việt Nam,1.701.041.612,142.041.600,,1701041612.0,142041600.0
b),b),b),Công ty TNHH DKSH Việt Nam - Chi nhánh Hà Nội,-,1.958.930.767,,,1958930767.0
b),b),b),Công ty TNHH HQ PAPER,-,513.384.369,,,513384369.0
b),b),b),Các đối tượng khác,23.048.059.450,1.168.606.500,,23048059450.0,1168606500.0
b),b),b),"Các khoản phải trả, phải nộp khác",6.107.286.500,5.916.144.082,,6107286500.0,5916144082.0
b),b),b),Phí bảo trì Dự án Chi Đông,1.321.506.153,1.321.506.153,,1321506153.0,1321506153.0
b),b),b),Phí bảo trì dự án nhà ở xã hội,4.000.451.334,3.080.936.427,,4000451334.0,3080936427.0
b),b),b),Các đối tượng khác,785.329.013,1.513.701.502,,785329013.0,1513701502.0
b),b),b),Cộng,58.486.460.064,44.259.945.213,,58486460064.0,44259945213.0
