row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,-,-,255.918.312.791,504.352.066.930,248.433.754.139,248.433.754.139,,,,255918312791.0,504352066930.0,248433754139.0,248433754139.0
a),a),a),Vay ngắn hạn,-,-,255.918.312.791,504.352.066.930,248.433.754.139,248.433.754.139,,,,255918312791.0,504352066930.0,248433754139.0,248433754139.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân,-,-,255.918.312.791,294.352.066.930,38.433.754.139,38.433.754.139,,,,255918312791.0,294352066930.0,38433754139.0,38433754139.0
a),a),a),Công ty CP Phát triển nhà và đô thị Phú Quốc,-,-,-,210.000.000.000,210.000.000.000,210.000.000.000,,,,,210000000000.0,210000000000.0,210000000000.0
b),b),b),Dài hạn,5.972.000.000,5.972.000.000,-,8.348.120.000,14.320.120.000,14.320.120.000,,5972000000.0,5972000000.0,,8348120000.0,14320120000.0,14320120000.0
b),b),b),Vay dài hạn,5.972.000.000,5.972.000.000,-,8.348.120.000,14.320.120.000,14.320.120.000,,5972000000.0,5972000000.0,,8348120000.0,14320120000.0,14320120000.0
b),b),b),Vay cá nhân,5.972.000.000,5.972.000.000,-,8.348.120.000,14.320.120.000,14.320.120.000,,5972000000.0,5972000000.0,,8348120000.0,14320120000.0,14320120000.0
b),b),b),Tạ Thị Huyền (1),5.972.000.000,5.972.000.000,-,-,5.972.000.000,5.972.000.000,,5972000000.0,5972000000.0,,,5972000000.0,5972000000.0
b),b),b),Vũ Thị Tố Lan,-,-,-,2.150.000.000,2.150.000.000,2.150.000.000,,,,,2150000000.0,2150000000.0,2150000000.0
b),b),b),Hoàng Văn Sen,-,-,-,6.198.120.000,6.198.120.000,6.198.120.000,,,,,6198120000.0,6198120000.0,6198120000.0
b),b),b),Tổng cộng,5.972.000.000,5.972.000.000,255.918.312.791,512.700.186.930,262.753.874.139,262.753.874.139,,5972000000.0,5972000000.0,255918312791.0,512700186930.0,262753874139.0,262753874139.0
