row_label_raw,row_label_full,Công ty CP Đầu tư và Kinh doanh bất động sản Hải Phát,14.354.988.613,14.354.988.613_1,3.040.732.519,3.040.732.519_1,numeric__14.354.988.613,numeric__14.354.988.613_1,numeric__3.040.732.519,numeric__3.040.732.519_1
Công ty TNHH Dịch vụ chăm sóc sức khỏe cộng đồng C.E.O,Công ty TNHH Dịch vụ chăm sóc sức khỏe cộng đồng C.E.O,Công ty TNHH Dịch vụ chăm sóc sức khỏe cộng đồng C.E.O,7.650.671.787,7.650.671.787,-,-,7650671787.0,7650671787.0,,
Công ty CP Sông Đà - Thăng Long,Công ty CP Sông Đà - Thăng Long,Công ty CP Sông Đà - Thăng Long,-,-,7.120.000.000,7.120.000.000,,,7120000000.0,7120000000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,16.356.347.950,16.356.347.950,20.509.697.628,20.509.697.628,16356347950.0,16356347950.0,20509697628.0,20509697628.0
Cộng,Cộng,Cộng,53.362.008.350,53.362.008.350,45.670.430.147,45.670.430.147,53362008350.0,53362008350.0,45670430147.0,45670430147.0
