row_label_raw,row_label_full,Công nợ tài chính,31/12/2020VND,01/01/2020VND,numeric__31/12/2020VND,numeric__01/01/2020VND
Các khoản vay,Các khoản vay,Các khoản vay,5.972.000.000,262.753.874.139,5972000000.0,262753874139.0
Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,31.887.647.482,26.372.910.676,31887647482.0,26372910676.0
Nợ thuần,Nợ thuần,Nợ thuần,-,236.380.963.463,,236380963463.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,3.038.903.979.179,3.018.498.907.558,3038903979179.0,3018498907558.0
Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,0%,8%,0.0,0.08
