row_label_raw,row_label_full,col_0,31/12/2020VND > Giá gốc,31/12/2020VND > Giá trị ghi sổ,01/01/2020VND > Giá gốc,01/01/2020VND > Giá trị ghi sổ,numeric__31/12/2020VND > Giá gốc,numeric__31/12/2020VND > Giá trị ghi sổ,numeric__01/01/2020VND > Giá gốc,numeric__01/01/2020VND > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,,
Tiền gửi có kỳ hạn (*),Ngắn hạn > Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),315.000.000.000,315.000.000.000,181.000.000.000,181.000.000.000,315000000000.0,315000000000.0,181000000000.0,181000000000.0
Cộng,Ngắn hạn > Cộng,Cộng,315.000.000.000,315.000.000.000,181.000.000.000,181.000.000.000,315000000000.0,315000000000.0,181000000000.0,181000000000.0
