row_label_raw,row_label_full,CHÍ TIÊÚ,Thuyết minh,31/12/2018,31/12/2017,numeric__Thuyết minh,numeric__31/12/2018,numeric__31/12/2017
I. Nghĩa vụ nợ tiềm ẩn,I. Nghĩa vụ nợ tiềm ẩn,I. Nghĩa vụ nợ tiềm ẩn,VIII.39,239.384,253.633,,239384.0,253633.0
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,,-,-,,,
2.Cam kết giao dịch ngoại hối,2.Cam kết giao dịch ngoại hối,2.Cam kết giao dịch ngoại hối,,-,-,,,
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,-,-,,,
4. Cam kết trong nghiệp vụ L/C,Cam kết bán ngoại tệ > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,,90.904,91.091,,90904.0,91091.0
5. Bảo lãnh khác,Cam kết bán ngoại tệ > 5. Bảo lãnh khác,5. Bảo lãnh khác,,148.480,162.542,,148480.0,162542.0
