row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),Phải thu khách hàng(tiếp theo),,,,
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,
Công ty Cổ phần Đầu tư Việt Thiên Lâm,Dài hạn > Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty liên kết,Chuyển nhượng quyền sử dụng đất,118.199.941.694,112.473.584.614,,,118199941694.0,112473584614.0
Ông Nguyễn Văn Bình,Dài hạn > Ông Nguyễn Văn Bình,Ông Nguyễn Văn Bình,Bên liên quan,Chuyển nhượng cổ phiếu,20.369.021.195,20.369.021.195,,,20369021195.0,20369021195.0
Ông Nguyễn Vũ Tuấn,Dài hạn > Ông Nguyễn Vũ Tuấn,Ông Nguyễn Vũ Tuấn,Bên liên quan,Chuyển nhượng cổ phiếu,20.369.016.499,20.369.016.499,,,20369016499.0,20369016499.0
Ông Lê Văn Hường,Dài hạn > Ông Lê Văn Hường,Ông Lê Văn Hường,Bên liên quan,Chuyển nhượng cổ phiếu,8.318.000.000,8.318.000.000,,,8318000000.0,8318000000.0
Công ty Cổ phần Bất động sản DIC,Dài hạn > Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Chuyển nhượng dự án,-,31.350.000.000,,,,31350000000.0
,,,,,167.255.979.388,192.879.622.308,,,167255979388.0,192879622308.0
,,,,,490.927.356.252,529.695.582.554,,,490927356252.0,529695582554.0
Trà trước cho người bán,Trà trước cho người bán,Trà trước cho người bán,Trà trước cho người bán,Trà trước cho người bán,Trà trước cho người bán,Trà trước cho người bán,,,,
Công ty Cổ phần Bất động sản DIC,Trà trước cho người bán > Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Trả trước thực hiện dự án,1.280.121.672,546.111.000,,,1280121672.0,546111000.0
Công ty Cổ phần DIC Số 4,Trà trước cho người bán > Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,Bên liên quan,Trả trước thực hiện dự án,162.959.415,-,,,162959415.0,
,,,,,1.443.081.087,546.111.000,,,1443081087.0,546111000.0
