row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Đã trình bày lại – Thuyết minh số 33),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Đã trình bày lại – Thuyết minh số 33)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,231.097.017.916,286.985.371.131,,241.0,231097017916.0,286985371131.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,36.771.761.184,8.143.234.922,,241.0,36771761184.0,8143234922.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,194.325.256.732,278.842.136.209,,241.0,194325256732.0,278842136209.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,140.956.160.051,220.480.073.186,,25.0,140956160051.0,220480073186.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,53.369.096.681,58.362.063.023,,,53369096681.0,58362063023.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,68.497.547.909,30.152.779.670,,242.0,68497547909.0,30152779670.0
22,22,22,7. Chi phí tài chính,26,5.589.429.740,(5.067.951.500),,26.0,5589429740.0,-5067951500.0
23,23,23,- Trong đó: Chi phí lãi vay,,805.400.470,1.923.999.837,,,805400470.0,1923999837.0
25,25,25,8. Chi phí bán hàng,27,6.957.157.743,1.282.420.905,,27.0,6957157743.0,1282420905.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,65.952.510.851,33.110.046.754,,27.0,65952510851.0,33110046754.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,43.367.546.256,59.190.326.534,,,43367546256.0,59190326534.0
31,31,31,11. Thu nhập khác,28,5.962.951.478,4.275.148.604,,28.0,5962951478.0,4275148604.0
32,32,32,12. Chi phí khác,28,21.254.657.962,1.851.566.971,,28.0,21254657962.0,1851566971.0
40,40,40,13. (Lỗ) lợi nhuận khác,28,(15.291.706.484),2.423.581.633,,28.0,-15291706484.0,2423581633.0
50,50,50,14. Tổng lợi nhuận kê toán trước thuế,,28.075.839.772,61.613.908.167,,,28075839772.0,61613908167.0
51,51,51,15. Chi phí thuế TNDN hiện hành,30.2,7.297.022.931,10.741.550.384,,302.0,7297022931.0,10741550384.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,30.3,3.473.083.104,1.292.606.048,,303.0,3473083104.0,1292606048.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,17.305.733.737,49.579.751.735,,,17305733737.0,49579751735.0
