row_label_raw,row_label_full,Các bên liên quan (Thuyết minh số 31),Số cuối năm > 1.443.081.087,VND Số đầu năm > 546.111.000,numeric__Số cuối năm > 1.443.081.087,numeric__VND Số đầu năm > 546.111.000
Các bên khác,Các bên khác,Các bên khác,,,,
- Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Các bên khác > - Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,- Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,16.376.480.114,2.667.699.714,16376480114.0,2667699714.0
- Công ty Trách nhiệm Hữu hạn Phước An,Các bên khác > - Công ty Trách nhiệm Hữu hạn Phước An,- Công ty Trách nhiệm Hữu hạn Phước An,19.725.294.000,20.618.425.000,19725294000.0,20618425000.0
- Công ty Cổ phần Công trình Giao thông 68,Các bên khác > - Công ty Cổ phần Công trình Giao thông 68,- Công ty Cổ phần Công trình Giao thông 68,10.312.541.774,10.312.541.774,10312541774.0,10312541774.0
- Khác,Các bên khác > - Khác,- Khác,17.148.736.523,12.663.805.711,17148736523.0,12663805711.0
TỔNG CỘNG,Các bên khác > TỔNG CỘNG,TỔNG CỘNG,65.006.133.498,46.808.583.199,65006133498.0,46808583199.0
