row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp hoãn lại phải trả,11.395.773.115,1.001.468.996,12.397.242.111,numeric__11.395.773.115,numeric__1.001.468.996,numeric__12.397.242.111
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,184.773.236.712,9.766.539.053,194.539.775.765,184773236712.0,9766539053.0,194539775765.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,679.910.588.798,8.191.456.064,688.102.044.862,679910588798.0,8191456064.0,688102044862.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,-,2.576.551.985,2.576.551.985,,2576551985.0,2576551985.0
