row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,231.097.017.916,286.985.371.131,231097017916.0,286985371131.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán hàng hóa bắt động sản,Trong đó > Doanh thu bán hàng hóa bắt động sản,Doanh thu bán hàng hóa bắt động sản,182.425.765.204,138.449.902.669,182425765204.0,138449902669.0
Doanh thu cung cấp dịch vụ,Trong đó > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,8.975.828.643,6.521.696.362,8975828643.0,6521696362.0
Doanh thu hợp đồng xây dựng,Trong đó > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,37.575.272.727,141.896.722.850,37575272727.0,141896722850.0
Doanh thu khác,Trong đó > Doanh thu khác,Doanh thu khác,2.120.151.342,117.049.250,2120151342.0,117049250.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(36.771.761.184),(8.143.234.922),-36771761184.0,-8143234922.0
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,194.325.256.732,278.842.136.209,194325256732.0,278842136209.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần bán hàng hóa bắt động sản,Trong đó: > Doanh thu thuần bán hàng hóa bắt động sản,Doanh thu thuần bán hàng hóa bắt động sản,145.654.004.020,130.306.667.747,145654004020.0,130306667747.0
Doanh thu thuần cung cấp dịch vụ,Trong đó: > Doanh thu thuần cung cấp dịch vụ,Doanh thu thuần cung cấp dịch vụ,8.975.828.643,6.521.696.362,8975828643.0,6521696362.0
Doanh thu thuần hợp đồng xây dựng,Trong đó: > Doanh thu thuần hợp đồng xây dựng,Doanh thu thuần hợp đồng xây dựng,37.575.272.727,141.896.722.850,37575272727.0,141896722850.0
Doanh thu thuần khác,Trong đó: > Doanh thu thuần khác,Doanh thu thuần khác,2.120.151.342,117.049.250,2120151342.0,117049250.0
