row_label_raw,row_label_full,col_0,Bàng cân đối kế toán riêng,Bàng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bàng cân đối kế toán riêng,numeric__Bàng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối năm,Số đầu năm (Đã trình bày lại – Thuyết minh số 33),Năm trước (Đã trình bày lại – Thuyết minh số 33),Năm trước (Đã trình bày lại – Thuyết minh số 33),,,,
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,15.870.325.215,12.397.242.111,3.473.083.104,1.292.606.048,15870325215.0,12397242111.0,3473083104.0,1292606048.0
