row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Lãi cho vay,Ngắn hạn > Lãi cho vay,Lãi cho vay,40.705.732.757,29.319.291.598,40705732757.0,29319291598.0
Lãi tiền gửi,Ngắn hạn > Lãi tiền gửi,Lãi tiền gửi,58.774.289,1.116.855.142,58774289.0,1116855142.0
Tạm ứng thực hiện dự án,Ngắn hạn > Tạm ứng thực hiện dự án,Tạm ứng thực hiện dự án,66.561.404.390,57.074.721.750,66561404390.0,57074721750.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,2.644.407.603,10.007.726.608,2644407603.0,10007726608.0
,,,109.970.319.039,97.518.595.098,109970319039.0,97518595098.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Phải thu về Hợp đồng Hợp tác kinh doanh (*),Dải hạn > Phải thu về Hợp đồng Hợp tác kinh doanh (*),Phải thu về Hợp đồng Hợp tác kinh doanh (*),87.318.359.768,93.384.087.514,87318359768.0,93384087514.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,197.288.678.807,190.902.682.612,197288678807.0,190902682612.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Bên liên quan (Thuyết minh số 31),Trong đó: > Bên liên quan (Thuyết minh số 31),Bên liên quan (Thuyết minh số 31),128.932.577.463,130.488.115.453,128932577463.0,130488115453.0
Bên khác,Trong đó: > Bên khác,Bên khác,68.356.101.344,60.414.567.159,68356101344.0,60414567159.0
Dự phòng phải thu khó đòi,Trong đó: > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(6.599.860.449),-,-6599860449.0,
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,190.688.818.358,190.902.682.612,190688818358.0,190902682612.0
