row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí môi giới,Chi phí bán hàng > Chi phí môi giới,Chi phí môi giới,3.828.891.754,1.192.893.632,3828891754.0,1192893632.0
Khác,Chi phí bán hàng > Khác,Khác,3.128.265.989,89.527.273,3128265989.0,89527273.0
,,,6.957.157.743,1.282.420.905,6957157743.0,1282420905.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương và các khoản trích theo lương,Chi phí quản lý doanh nghiệp > Chi phí lương và các khoản trích theo lương,Chi phí lương và các khoản trích theo lương,20.620.749.637,19.823.368.730,20620749637.0,19823368730.0
Chi phí dự phòng nợ phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,18.673.270.807,-,18673270807.0,
Khác,Chi phí quản lý doanh nghiệp > Khác,Khác,26.658.490.407,13.286.678.024,26658490407.0,13286678024.0
,,,65.952.510.851,33.110.046.754,65952510851.0,33110046754.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,72.909.668.594,34.392.467.659,72909668594.0,34392467659.0
