row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Dã trình bày lại – Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Dã trình bày lại – Thuyết minh số 33)
"Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay",29.903.103.895,15.422.701.799,29903103895.0,15422701799.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",10.674.486.380,6.758.840.300,10674486380.0,6758840300.0
Lãi thanh lý các khoản đầu tư,Lãi thanh lý các khoản đầu tư,Lãi thanh lý các khoản đầu tư,6.459.239.342,-,6459239342.0,
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,21.282.824.247,5.875.482.038,21282824247.0,5875482038.0
Khác,Khác,Khác,177.894.045,2.095.755.533,177894045.0,2095755533.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,68.497.547.909,30.152.779.670,68497547909.0,30152779670.0
