row_label_raw,row_label_full,3ên liên quan (Thuyết minh số 31),Số cuối năm > 10.592.448.799,VND Số đầu năm > 19.313.770.858,numeric__Số cuối năm > 10.592.448.799,numeric__VND Số đầu năm > 19.313.770.858
3ên khác,3ên khác,3ên khác,3ên khác,3ên khác,,
Công ty Trách nhiệm Hữu hạn Kỹ nghệ Toàn Tâm,3ên khác > Công ty Trách nhiệm Hữu hạn Kỹ nghệ Toàn Tâm,Công ty Trách nhiệm Hữu hạn Kỹ nghệ Toàn Tâm,8.814.375.000,28.154.200.000,8814375000.0,28154200000.0
Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,3ên khác > Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,7.598.356.771,5.388.057.427,7598356771.0,5388057427.0
Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,3ên khác > Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,Công ty Trách nhiệm Hữu hạn Xuân Vy Khác,24.034.521.429,26.350.939.778,24034521429.0,26350939778.0
TỔNG CỘNG,3ên khác > TỔNG CỘNG,TỔNG CỘNG,51.039.701.999,79.206.968.063,51039701999.0,79206968063.0
