row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,5.962.951.478,4.275.148.604,5962951478.0,4275148604.0
Thu tiền phạt do vi phạm hợp đồng kinh tế,Thu tiền phạt do vi phạm hợp đồng kinh tế,Thu tiền phạt do vi phạm hợp đồng kinh tế,1.961.477.612,3.374.872.222,1961477612.0,3374872222.0
Thu nhập do chi hộ,Thu nhập do chi hộ,Thu nhập do chi hộ,3.796.168.382,868.419.698,3796168382.0,868419698.0
Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,121.617.750,-,121617750.0,
Khác,Khác,Khác,83.687.734,31.856.684,83687734.0,31856684.0
Chi phí khác,Chi phí khác,Chi phí khác,21.254.657.962,1.851.566.971,21254657962.0,1851566971.0
Phạt chậm nộp thuế,Phạt chậm nộp thuế,Phạt chậm nộp thuế,15.106.257.646,-,15106257646.0,
Chi phí chi hộ,Chi phí chi hộ,Chi phí chi hộ,3.788.240.600,909.778.483,3788240600.0,909778483.0
Thanh lý hợp đồng liên doanh,Thanh lý hợp đồng liên doanh,Thanh lý hợp đồng liên doanh,2.002.462.692,-,2002462692.0,
Khác,Khác,Khác,357.697.024,941.788.488,357697024.0,941788488.0
(LỐ) LỢI NHUẬN KHÁC THUÀN,(LỐ) LỢI NHUẬN KHÁC THUÀN,(LỐ) LỢI NHUẬN KHÁC THUÀN,(15.291.706.484),2.423.581.633,-15291706484.0,2423581633.0
