row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",2.515.095.386,2.314.273.232,2515095386.0,2314273232.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.579.772.611.415,1.542.502.674.837,1579772611415.0,1542502674837.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,1.406.652.271.012,1.374.497.186.720,1406652271012.0,1374497186720.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,113.222.074.001,108.657.550.591,113222074001.0,108657550591.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,426.959.674,2.247.642.890,426959674.0,2247642890.0
- Chi khác,Trong đó: > - Chi khác,- Chi khác,59.471.306.728,57.100.294.636,59471306728.0,57100294636.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,373.697.259.288,353.540.304.723,373697259288.0,353540304723.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Khấu hao và hao mòn tài sản cố định,Trong đó: > - Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,96.929.814.734,92.183.814.386,96929814734.0,92183814386.0
- Chi phí tài sản khác,Trong đó: > - Chi phí tài sản khác,- Chi phí tài sản khác,276.767.444.554,261.356.490.337,276767444554.0,261356490337.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,371.138.056.150,358.443.540.134,371138056150.0,358443540134.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",70.934.635.791,64.274.805.816,70934635791.0,64274805816.0
Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Trong đó: > Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Hoàn nhập dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),(666.102.001),(66.770.732),-666102001.0,-66770732.0
,,,2.397.391.556.029,2.321.008.828.010,2397391556029.0,2321008828010.0
