row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2020VND
USD,USD,USD,"22.765,00","23.125,00",22765.0,23125.0
EUR,EUR,EUR,"25.795,00","28.484,00",25795.0,28484.0
GBP,GBP,GBP,"30.813,50","31.654,50",30813.5,31654.5
JPY,JPY,JPY,"197,88","223,84",197.88,223.84
CAD,CAD,CAD,"17.896,50","18.247,50",17896.5,18247.5
AUD,AUD,AUD,"16.555,50","17.752,00",16555.5,17752.0
SGD,SGD,SGD,"16.875,00","17.488,00",16875.0,17488.0
KRW,KRW,KRW,"20,21","22,39",20.21,22.39
CNY,CNY,CNY,"3.581,50","3.532,00",3581.5,3532.0
THB,THB,THB,"709,00","788,00",709.0,788.0
CHF,CHF,CHF,"25.422,00","26.597,00",25422.0,26597.0
NZD,NZD,NZD,"16.045,00","17.060,00",16045.0,17060.0
HKD,HKD,HKD,"2.942,00","2.984,97",2942.0,2984.97
SEK,SEK,SEK,"2.555,88","2.830,91",2555.88,2830.91
TWD,TWD,TWD,"837,43","823,70",837.43,823.7
XAU,XAU,XAU,"6.115.000,00","5.575.000,00",6115000.0,5575000.0
