row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ_1,Công cụ tài chính phải sinh tiền tệ_2,Công cụ tài chính phải sinh tiền tệ_3,numeric__Công cụ tài chính phải sinh tiền tệ_1,numeric__Công cụ tài chính phải sinh tiền tệ_2,numeric__Công cụ tài chính phải sinh tiền tệ_3
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,2.581.872.804.737,-,6.946.475.644,2581872804737.0,,6946475644.0
Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,46.457.003.436.235,109.453.316.004,-,46457003436235.0,109453316004.0,
Giao dịch hoán đối lãi suất hai đồng tiền,Giao dịch hoán đối lãi suất hai đồng tiền,Giao dịch hoán đối lãi suất hai đồng tiền,1.389.200.000.000,23.300.000.000,-,1389200000000.0,23300000000.0,
,,,50.428.076.240.972,132.753.316.004,6.946.475.644,50428076240972.0,132753316004.0,6946475644.0
,,,,125.806.840.360,,,125806840360.0,
