row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(Phải trả),Phải thu/(Phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(Phải trả),numeric__Phải thu/(Phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số dư cuối năm VND,Số dư đầu năm VND,,,
Công ty con,Bên liên quan > Công ty con,Công ty con,Tiền gửi,(26.971.621.180),(151.745.637.182),,-26971621180.0,-151745637182.0
Công ty con,Bên liên quan > Công ty con,Công ty con,Phải thu,646.016.835,117.487.712.405,,646016835.0,117487712405.0
Công ty con,Bên liên quan > Công ty con,Công ty con,Đầu tư góp vốn,25.000.000.000,25.000.000.000,,25000000000.0,25000000000.0
Công ty con,Bên liên quan > Công ty con,Công ty con,Lãi phải trả,(91.917.808),-,,-91917808.0,
"Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc","Bên liên quan > Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc","Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc",Tiền gửi,29.628.058.117,26.227.646.254,,29628058117.0,26227646254.0
"Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc","Bên liên quan > Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc","Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng giám đốc",Lãi phải trả,(200.180.047),(288.198.759),,-200180047.0,-288198759.0
